id,url,airframe,make,model,category,categoryReadable,callsign,registration,operatorId,operatorName
342,https://arena.nafc.org.au/resource/api/ext/aircraft/342,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 589,VH-OUC,110,Aerotech 1st Response
340,https://arena.nafc.org.au/resource/api/ext/aircraft/340,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 591,VH-ODP,110,Aerotech 1st Response
348,https://arena.nafc.org.au/resource/api/ext/aircraft/348,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 595,VH-ODV,110,Aerotech 1st Response
349,https://arena.nafc.org.au/resource/api/ext/aircraft/349,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 596,VH-ODZ,110,Aerotech 1st Response
373,https://arena.nafc.org.au/resource/api/ext/aircraft/373,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 601,VH-DUQ,123,Dunn Aviation Pty Ltd
1276,https://arena.nafc.org.au/resource/api/ext/aircraft/1276,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 604,VH-DUN,123,Dunn Aviation Pty Ltd
372,https://arena.nafc.org.au/resource/api/ext/aircraft/372,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 607,VH-DUJ,123,Dunn Aviation Pty Ltd
1295,https://arena.nafc.org.au/resource/api/ext/aircraft/1295,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 610,VH-JID,123,Dunn Aviation Pty Ltd
56,https://arena.nafc.org.au/resource/api/ext/aircraft/56,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 716,VH-IWU,27,R&M Aviation Pty Ltd
58,https://arena.nafc.org.au/resource/api/ext/aircraft/58,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 717,VH-NWU,27,R&M Aviation Pty Ltd
55,https://arena.nafc.org.au/resource/api/ext/aircraft/55,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 718,VH-AWU,27,R&M Aviation Pty Ltd
1707,https://arena.nafc.org.au/resource/api/ext/aircraft/1707,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 733,VH-DUW,123,Dunn Aviation Pty Ltd
2504,https://arena.nafc.org.au/resource/api/ext/aircraft/2504,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 733,VH-DUW,5,Kennedy Air Ag Pty Ltd
2648,https://arena.nafc.org.au/resource/api/ext/aircraft/2648,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 751,VH-WDG,77,Field Air
2771,https://arena.nafc.org.au/resource/api/ext/aircraft/2771,FIXED_WING,AIR TRACTOR	 INC.,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 799,VH-AKZ,5,Kennedy Air Ag Pty Ltd
2846,https://arena.nafc.org.au/resource/api/ext/aircraft/2846,FIXED_WING,FOKKER AIRCRAFT B.V.,F28 MK 0100,null,Unspecified,BOMBER 858,VH-FZO,165,CENTRAL HIGHLANDS AERIAL SERVICES PTY LTD
2843,https://arena.nafc.org.au/resource/api/ext/aircraft/2843,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 881,VH-XPB,110,Aerotech 1st Response
2861,https://arena.nafc.org.au/resource/api/ext/aircraft/2861,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 881,VH-XPB,159,XO Aviation Pty Ltd
957,https://arena.nafc.org.au/resource/api/ext/aircraft/957,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 882,VH-ZBI,159,XO Aviation Pty Ltd
961,https://arena.nafc.org.au/resource/api/ext/aircraft/961,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 882,VH-ZBI,110,Aerotech 1st Response
1482,https://arena.nafc.org.au/resource/api/ext/aircraft/1482,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 883,VH-OUM,110,Aerotech 1st Response
2306,https://arena.nafc.org.au/resource/api/ext/aircraft/2306,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 883,VH-OUM,159,XO Aviation Pty Ltd
2833,https://arena.nafc.org.au/resource/api/ext/aircraft/2833,FIXED_WING,AIR TRACTOR	 INC.,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 884,VH-OUG,110,Aerotech 1st Response
2924,https://arena.nafc.org.au/resource/api/ext/aircraft/2924,FIXED_WING,AIR TRACTOR	 INC.,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 884,VH-OUG,159,XO Aviation Pty Ltd
346,https://arena.nafc.org.au/resource/api/ext/aircraft/346,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 885,VH-ODQ,110,Aerotech 1st Response
475,https://arena.nafc.org.au/resource/api/ext/aircraft/475,FIXED_WING,AIR TRACTOR INC,AT-802,FixType4,FW - Type 4 SEAT,BOMBER 885,VH-ODQ,159,XO Aviation Pty Ltd
1038,https://arena.nafc.org.au/resource/api/ext/aircraft/1038,FIXED_WING,AIR TRACTOR INC,AT-802A,FixType4,FW - Type 4 SEAT,BOMBER 886,VH-OUN,110,Aerotech 1st Response
570,https://arena.nafc.org.au/resource/api/ext/aircraft/570,FIXED_WING,MCDONNELL DOUGLAS CORP.,DC-10-30,FixType1,FW - Type 1 MEAT,BOMBER 910,N612AX,153,AGAIR Response
1853,https://arena.nafc.org.au/resource/api/ext/aircraft/1853,FIXED_WING,MCDONNELL DOUGLAS CORP.,DC-10-30,FixType1,FW - Type 1 MEAT,BOMBER 911,N17085,153,AGAIR Response
1448,https://arena.nafc.org.au/resource/api/ext/aircraft/1448,FIXED_WING,MCDONNELL DOUGLAS CORP.,DC-10-30,FixType1,FW - Type 1 MEAT,BOMBER 912,N522AX,153,AGAIR Response
1981,https://arena.nafc.org.au/resource/api/ext/aircraft/1981,FIXED_WING,MCDONNELL DOUGLAS CORP.,DC-10-30,FixType1,FW - Type 1 MEAT,BOMBER 914,N603AX,153,AGAIR Response
2096,https://arena.nafc.org.au/resource/api/ext/aircraft/2096,FIXED_WING,CESSNA AIRCRAFT COMPANY,185,FixAas,FW - AAS / Recce,DPE-(F/W-185),ZK-DPE,457,Canterbury Aviation
2115,https://arena.nafc.org.au/resource/api/ext/aircraft/2115,FIXED_WING,BEECH AIRCRAFT CORP,C90,FixOther,FW - Other,FDN-(F/W) AIR AMB,ZK-FDN,461,GCH Aviation
2114,https://arena.nafc.org.au/resource/api/ext/aircraft/2114,FIXED_WING,BEECH AIRCRAFT CORP,200C,FixOther,FW - Other,FDR-(F/W) AIR AMB,ZK-FDR,461,GCH Aviation
2113,https://arena.nafc.org.au/resource/api/ext/aircraft/2113,FIXED_WING,BEECH AIRCRAFT CORP,200C,FixOther,FW - Other,FDS-(F/W) AIR AMB,ZK-FDS,461,GCH Aviation
1614,https://arena.nafc.org.au/resource/api/ext/aircraft/1614,FIXED_WING,PIPER AIRCRAFT CORP,PA-31,FixOther,FW - Other,FIRE SPOTTER 791,VH-BTI,176,Par Avion
1836,https://arena.nafc.org.au/resource/api/ext/aircraft/1836,FIXED_WING,CESSNA AIRCRAFT COMPANY,404,FixOther,FW - Other,FIRE SPOTTER 792,VH-WZM,176,Par Avion
577,https://arena.nafc.org.au/resource/api/ext/aircraft/577,FIXED_WING,CESSNA AIRCRAFT COMPANY,404,FixOther,FW - Other,FIRE SPOTTER 793,VH-CCN,176,Par Avion
1556,https://arena.nafc.org.au/resource/api/ext/aircraft/1556,HELICOPTER,EUROCOPTER FRANCE,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 100,VH-XXU,3,Microflite Helicopter Services
2770,https://arena.nafc.org.au/resource/api/ext/aircraft/2770,HELICOPTER,EUROCOPTER FRANCE,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 100,VH-XXU,1,Stock Software (Testing Op)
1486,https://arena.nafc.org.au/resource/api/ext/aircraft/1486,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 200,VH-NFO,330,CareFlight
21,https://arena.nafc.org.au/resource/api/ext/aircraft/21,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 207,VH-ONT,4,Fleet Helicopters
177,https://arena.nafc.org.au/resource/api/ext/aircraft/177,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 207,VH-ONT,23,Commercial Helicopters (Aust) Pty Ltd
133,https://arena.nafc.org.au/resource/api/ext/aircraft/133,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 210,VH-JOW,23,Commercial Helicopters (Aust) Pty Ltd
172,https://arena.nafc.org.au/resource/api/ext/aircraft/172,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 210,VH-JOW,4,Fleet Helicopters
2792,https://arena.nafc.org.au/resource/api/ext/aircraft/2792,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 212,VH-IQB,597,Pays Helicopters PTY LTD
2793,https://arena.nafc.org.au/resource/api/ext/aircraft/2793,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 213,VH-UTG,597,Pays Helicopters PTY LTD
151,https://arena.nafc.org.au/resource/api/ext/aircraft/151,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 219,VH-THV,63,Aero Logistics Helicopters
2813,https://arena.nafc.org.au/resource/api/ext/aircraft/2813,HELICOPTER,BELL HELICOPTER TEXTRON,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 220,VH-UTJ,597,Pays Helicopters PTY LTD
1625,https://arena.nafc.org.au/resource/api/ext/aircraft/1625,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 221,VH-ONS,4,Fleet Helicopters
1792,https://arena.nafc.org.au/resource/api/ext/aircraft/1792,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 221,VH-ONS,23,Commercial Helicopters (Aust) Pty Ltd
2853,https://arena.nafc.org.au/resource/api/ext/aircraft/2853,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 222,VH-HEH,287,AIR CBR
1459,https://arena.nafc.org.au/resource/api/ext/aircraft/1459,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350D,RotType3,RW - Type 3 Light,FIREBIRD 223,VH-JWD,66,Heli Surveys
184,https://arena.nafc.org.au/resource/api/ext/aircraft/184,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 224,VH-AGL,71,Touchdown Helicopters Pty Limited
584,https://arena.nafc.org.au/resource/api/ext/aircraft/584,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,369E,RotType3,RW - Type 3 Light,FIREBIRD 225,VH-MDE,51,Black Ops Helicopters
60,https://arena.nafc.org.au/resource/api/ext/aircraft/60,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 226,VH-IHC,25,Air T&G Pty Ltd
694,https://arena.nafc.org.au/resource/api/ext/aircraft/694,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,FIREBIRD 227,VH-TSV,71,Touchdown Helicopters Pty Limited
1054,https://arena.nafc.org.au/resource/api/ext/aircraft/1054,HELICOPTER,EUROCOPTER FRANCE,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 230,VH-CHO,4,Fleet Helicopters
1056,https://arena.nafc.org.au/resource/api/ext/aircraft/1056,HELICOPTER,EUROCOPTER FRANCE,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 230,VH-CHO,23,Commercial Helicopters (Aust) Pty Ltd
286,https://arena.nafc.org.au/resource/api/ext/aircraft/286,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 231,VH-BLR,95,Project Guardian Aviation Pty Ltd
383,https://arena.nafc.org.au/resource/api/ext/aircraft/383,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 231,VH-BLR,128,Blue Tongue Helicopter Services
1055,https://arena.nafc.org.au/resource/api/ext/aircraft/1055,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 231,VH-BLR,10,Sydney Helicopters
28,https://arena.nafc.org.au/resource/api/ext/aircraft/28,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 233,VH-ONR,4,Fleet Helicopters
182,https://arena.nafc.org.au/resource/api/ext/aircraft/182,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 233,VH-ONR,23,Commercial Helicopters (Aust) Pty Ltd
57,https://arena.nafc.org.au/resource/api/ext/aircraft/57,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 234,VH-ENX,10,Sydney Helicopters
48,https://arena.nafc.org.au/resource/api/ext/aircraft/48,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 235,VH-FIP,23,Commercial Helicopters (Aust) Pty Ltd
166,https://arena.nafc.org.au/resource/api/ext/aircraft/166,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 235,VH-FIP,4,Fleet Helicopters
1159,https://arena.nafc.org.au/resource/api/ext/aircraft/1159,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 237,VH-SKU,79,Skyline Helicopters
2505,https://arena.nafc.org.au/resource/api/ext/aircraft/2505,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 237,VH-SKU,103,Orange Helicopters
1297,https://arena.nafc.org.au/resource/api/ext/aircraft/1297,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 238,VH-BHO,190,Heliwest
25,https://arena.nafc.org.au/resource/api/ext/aircraft/25,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 239,VH-JWF,4,Fleet Helicopters
180,https://arena.nafc.org.au/resource/api/ext/aircraft/180,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 239,VH-JWF,23,Commercial Helicopters (Aust) Pty Ltd
2331,https://arena.nafc.org.au/resource/api/ext/aircraft/2331,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,429,RotType3,RW - Type 3 Light,FIREBIRD 240,VH-MJI,526,Borg Fleet Management P/L
1129,https://arena.nafc.org.au/resource/api/ext/aircraft/1129,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 242,VH-UTM,35,United Aero Helicopters
2647,https://arena.nafc.org.au/resource/api/ext/aircraft/2647,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 242,VH-UTM,581,THOMSON AIRBORNE PTY LTD
1944,https://arena.nafc.org.au/resource/api/ext/aircraft/1944,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 243,VH-VTN,66,Heli Surveys
2467,https://arena.nafc.org.au/resource/api/ext/aircraft/2467,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 244,VH-ZHW,190,Heliwest
2616,https://arena.nafc.org.au/resource/api/ext/aircraft/2616,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 244,VH-ZHW,303,Hunter Valley Helicopters
1802,https://arena.nafc.org.au/resource/api/ext/aircraft/1802,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 245,VH-DVM,103,Orange Helicopters
215,https://arena.nafc.org.au/resource/api/ext/aircraft/215,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 249,VH-UAZ,35,United Aero Helicopters
2625,https://arena.nafc.org.au/resource/api/ext/aircraft/2625,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 250,VH-UAK,35,United Aero Helicopters
2264,https://arena.nafc.org.au/resource/api/ext/aircraft/2264,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 254,VH-THY,63,Aero Logistics Helicopters
274,https://arena.nafc.org.au/resource/api/ext/aircraft/274,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 255,VH-UAI,35,United Aero Helicopters
1560,https://arena.nafc.org.au/resource/api/ext/aircraft/1560,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,427,RotType3,RW - Type 3 Light,FIREBIRD 257,VH-DMX,193,NSW Helicopters
228,https://arena.nafc.org.au/resource/api/ext/aircraft/228,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 258,VH-LZH,80,Eagle Helicopters Pty Ltd
589,https://arena.nafc.org.au/resource/api/ext/aircraft/589,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 259,VH-HTU,4,Fleet Helicopters
598,https://arena.nafc.org.au/resource/api/ext/aircraft/598,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 259,VH-HTU,23,Commercial Helicopters (Aust) Pty Ltd
980,https://arena.nafc.org.au/resource/api/ext/aircraft/980,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 SD2,RotType3,RW - Type 3 Light,FIREBIRD 260,VH-ZHM,70,Heli-Central Pty Ltd
379,https://arena.nafc.org.au/resource/api/ext/aircraft/379,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 261,VH-JOA,16,Precision Helicopters
253,https://arena.nafc.org.au/resource/api/ext/aircraft/253,HELICOPTER,BELL HELICOPTER CO,222U,RotType3,RW - Type 3 Light,FIREBIRD 262,VH-JQB,85,National Helicopters Pty Ltd
314,https://arena.nafc.org.au/resource/api/ext/aircraft/314,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 264,VH-HKB,15,Forest Air Helicopters (Aust) Pty Ltd
2719,https://arena.nafc.org.au/resource/api/ext/aircraft/2719,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 266,VH-XAB,134,Alpine Airwork
109,https://arena.nafc.org.au/resource/api/ext/aircraft/109,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 268,VH-OMR,23,Commercial Helicopters (Aust) Pty Ltd
174,https://arena.nafc.org.au/resource/api/ext/aircraft/174,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 268,VH-OMR,4,Fleet Helicopters
131,https://arena.nafc.org.au/resource/api/ext/aircraft/131,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 269,VH-JAK,23,Commercial Helicopters (Aust) Pty Ltd
170,https://arena.nafc.org.au/resource/api/ext/aircraft/170,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 269,VH-JAK,4,Fleet Helicopters
50,https://arena.nafc.org.au/resource/api/ext/aircraft/50,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 270,VH-HVK,10,Sydney Helicopters
24,https://arena.nafc.org.au/resource/api/ext/aircraft/24,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 271,VH-ENC,10,Sydney Helicopters
335,https://arena.nafc.org.au/resource/api/ext/aircraft/335,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,FIREBIRD 272,VH-JVS,10,Sydney Helicopters
2653,https://arena.nafc.org.au/resource/api/ext/aircraft/2653,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 273,VH-YOS,127,Rotor Solutions Australia Pty Ltd
366,https://arena.nafc.org.au/resource/api/ext/aircraft/366,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,FIREBIRD 276,VH-TBP,16,Precision Helicopters
1522,https://arena.nafc.org.au/resource/api/ext/aircraft/1522,HELICOPTER,BELL HELICOPTER TEXTRON,206B,RotType3,RW - Type 3 Light,FIREBIRD 277,VH-ONM,4,Fleet Helicopters
1523,https://arena.nafc.org.au/resource/api/ext/aircraft/1523,HELICOPTER,BELL HELICOPTER TEXTRON,206B,RotType3,RW - Type 3 Light,FIREBIRD 277,VH-ONM,23,Commercial Helicopters (Aust) Pty Ltd
128,https://arena.nafc.org.au/resource/api/ext/aircraft/128,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 278,VH-OZC,23,Commercial Helicopters (Aust) Pty Ltd
175,https://arena.nafc.org.au/resource/api/ext/aircraft/175,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 278,VH-OZC,4,Fleet Helicopters
1790,https://arena.nafc.org.au/resource/api/ext/aircraft/1790,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-3,null,Unspecified,FIREBIRD 278,VH-OZC,323,Stock & Station Aviation PTY Ltd
259,https://arena.nafc.org.au/resource/api/ext/aircraft/259,HELICOPTER,BELL HELICOPTER CO,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 281,VH-NHT,85,National Helicopters Pty Ltd
150,https://arena.nafc.org.au/resource/api/ext/aircraft/150,HELICOPTER,EUROCOPTER FRANCE,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 283,VH-XGC,63,Aero Logistics Helicopters
466,https://arena.nafc.org.au/resource/api/ext/aircraft/466,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 284,VH-ELC,146,Specialist Helicopters
1789,https://arena.nafc.org.au/resource/api/ext/aircraft/1789,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 284,VH-ELC,66,Heli Surveys
1519,https://arena.nafc.org.au/resource/api/ext/aircraft/1519,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 285,VH-EGJ,79,Skyline Helicopters
1197,https://arena.nafc.org.au/resource/api/ext/aircraft/1197,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 287,VH-BUK,63,Aero Logistics Helicopters
69,https://arena.nafc.org.au/resource/api/ext/aircraft/69,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 288,VH-ICM,38,Lake Macquarie Helicopters
258,https://arena.nafc.org.au/resource/api/ext/aircraft/258,HELICOPTER,EUROCOPTER FRANCE,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 289,VH-JFN,85,National Helicopters Pty Ltd
1490,https://arena.nafc.org.au/resource/api/ext/aircraft/1490,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 290,VH-YAS,127,Rotor Solutions Australia Pty Ltd
470,https://arena.nafc.org.au/resource/api/ext/aircraft/470,HELICOPTER,BELL HELICOPTER CO,206B (II),RotType3,RW - Type 3 Light,FIREBIRD 291,VH-YAM,35,United Aero Helicopters
2328,https://arena.nafc.org.au/resource/api/ext/aircraft/2328,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 292,VH-VTY,66,Heli Surveys
214,https://arena.nafc.org.au/resource/api/ext/aircraft/214,HELICOPTER,BELL HELICOPTER CO,407,RotType3,RW - Type 3 Light,FIREBIRD 293,VH-DKG,76,Truenorth Helicopters
2900,https://arena.nafc.org.au/resource/api/ext/aircraft/2900,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,FIREBIRD 295,VH-FHS,76,Truenorth Helicopters
1211,https://arena.nafc.org.au/resource/api/ext/aircraft/1211,HELICOPTER,EUROCOPTER FRANCE,AS.350B3,RotType3,RW - Type 3 Light,FIREBIRD 296,VH-ZMH,66,Heli Surveys
699,https://arena.nafc.org.au/resource/api/ext/aircraft/699,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,206L-3,RotType3,RW - Type 3 Light,FIREBIRD 297,VH-ANC,16,Precision Helicopters
156,https://arena.nafc.org.au/resource/api/ext/aircraft/156,HELICOPTER,BELL HELICOPTER CO,206L-1,RotType3,RW - Type 3 Light,FIREBIRD 298,VH-BHF,66,Heli Surveys
61,https://arena.nafc.org.au/resource/api/ext/aircraft/61,HELICOPTER,EUROCOPTER,EC130B4,RotType3,RW - Type 3 Light,FIREBIRD 299,VH-VRD,32,Skyhook Helicopters
614,https://arena.nafc.org.au/resource/api/ext/aircraft/614,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 300,VH-XXW,3,Microflite Helicopter Services
834,https://arena.nafc.org.au/resource/api/ext/aircraft/834,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 SD1,RotType3,RW - Type 3 Light,FIREBIRD 301,VH-BLA,89,Professional Helicopter Services (PHS)
944,https://arena.nafc.org.au/resource/api/ext/aircraft/944,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 302,VH-NDO,89,Professional Helicopter Services (PHS)
51,https://arena.nafc.org.au/resource/api/ext/aircraft/51,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 303,VH-PXX,3,Microflite Helicopter Services
54,https://arena.nafc.org.au/resource/api/ext/aircraft/54,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 304,VH-YXX,3,Microflite Helicopter Services
1571,https://arena.nafc.org.au/resource/api/ext/aircraft/1571,HELICOPTER,AEROSPATIALE INDUSTRIES,AS350 FX2,RotType3,RW - Type 3 Light,FIREBIRD 305,VH-AWK,89,Professional Helicopter Services (PHS)
1974,https://arena.nafc.org.au/resource/api/ext/aircraft/1974,HELICOPTER,AEROSPATIALE INDUSTRIES,AS.350BA,RotType3,RW - Type 3 Light,FIREBIRD 305,VH-AWK,373,TracPlus Global Ltd
